hash,size,virtual_size,version,lock_time,block_hash,block_number,block_timestamp,block_timestamp_month,input_count,output_count,input_value,output_value,is_coinbase,fee,inputs,outputs
62dfae406fc0228f0c834974d141a90c812e4fbd15788912c8807a44d7cebd4f,418,256,2,0,00000000000000000000e8a73e711f7b535ae62960ce4cf36131ba3bc00b1946,856776,2024-08-14 18:11:50+00:00,2024-08-01,2,2,2771975.000000000,2761975.000000000,False,10000.000000000,"[{'index': 0, 'spent_transaction_hash': '4f4dea9c97dc7df2d12ed3d667a7f88b83dc20945cbc910be3660c1b943bd3e2', 'spent_output_index': 1, 'script_asm': '0014201da624c7166322d2e5b8a846bf951fe9bf8ce5', 'script_hex': '160014201da624c7166322d2e5b8a846bf951fe9bf8ce5', 'sequence': 4294967295, 'required_signatures': None, 'type': 'scripthash', 'addresses': array(['3FdHoFzjDmmikx4di9Seo1HEda9s8Kxw1r'], dtype=object), 'value': Decimal('1679349.000000000')}
 {'index': 1, 'spent_transaction_hash': 'c28658bb3996354cfde391d50ef4390b0f93a900c3f6430938b3dffa2864f29e', 'spent_output_index': 54, 'script_asm': '0014323137cf0f4c8063afee2570e185038e5faba3e0', 'script_hex': '160014323137cf0f4c8063afee2570e185038e5faba3e0', 'sequence': 4294967295, 'required_signatures': None, 'type': 'scripthash', 'addresses': array(['3G6JNyTERJq4jCV63BHQJfT1Sa4QQLHDdD'], dtype=object), 'value': Decimal('1092626.000000000')}]","[{'index': 0, 'script_asm': 'OP_HASH160 1dbd3b9d1b53bf4a41c9116724d7707384d9a3f6 OP_EQUAL', 'script_hex': 'a9141dbd3b9d1b53bf4a41c9116724d7707384d9a3f687', 'required_signatures': None, 'type': 'scripthash', 'addresses': array(['34QGDEh5Y9qBc2ZpPGNFPyypCoAEGgvdj9'], dtype=object), 'value': Decimal('70000.000000000')}
 {'index': 1, 'script_asm': '0 ef5baf5ac94b27c065e08b21f6e278c53341050a', 'script_hex': '0014ef5baf5ac94b27c065e08b21f6e278c53341050a', 'required_signatures': None, 'type': 'witness_v0_keyhash', 'addresses': array(['bc1qaad67kkffvnuqe0q3vsldcncc5e5zpg2vjhe9m'], dtype=object), 'value': Decimal('2691975.000000000')}]"
a815ed4feb13961f13c19f0f2fd73db6f07c50f1f2b2b610b3b523583ffd8388,203,122,2,0,00000000000000000000e8a73e711f7b535ae62960ce4cf36131ba3bc00b1946,856776,2024-08-14 18:11:50+00:00,2024-08-01,1,1,3273634.000000000,3249234.000000000,False,24400.000000000,"[{'index': 0, 'spent_transaction_hash': '052956868c675e4f63bb2bde2347b6f3e4bc65b7315425e2148dec62e0914908', 'spent_output_index': 0, 'script_asm': '', 'script_hex': '', 'sequence': 4294967293, 'required_signatures': None, 'type': 'witness_v0_keyhash', 'addresses': array(['bc1q9cc4jg46wsejpteceffa3xf6ua62nxz2lkmum9'], dtype=object), 'value': Decimal('3273634.000000000')}]","[{'index': 0, 'script_asm': '0 742872dcf571ae35f5ac45775f7cc8309d20c3f9a07e78dc394d71b375ef3559', 'script_hex': '0020742872dcf571ae35f5ac45775f7cc8309d20c3f9a07e78dc394d71b375ef3559', 'required_signatures': None, 'type': 'witness_v0_scripthash', 'addresses': array(['bc1qws589h84wxhrtadvg4m47lxgxzwjpsle5pl83hpef4cmxa00x4vst999w4'],
       dtype=object), 'value': Decimal('3249234.000000000')}                                                                                                                                                                                                                                                                                ]"
40e4c5b4a3ef2a0fb9b85a3be36ac46bb3d3b7f1608010e98d617765a0da0982,224,224,1,0,00000000000000000000e8a73e711f7b535ae62960ce4cf36131ba3bc00b1946,856776,2024-08-14 18:11:50+00:00,2024-08-01,1,2,946808.000000000,906703.000000000,False,40105.000000000,"[{'index': 0, 'spent_transaction_hash': '0bec8a9a08f1f63b3c08dc012cdd0cee3dcce4124a5c10427b41575aa6f0b1a9', 'spent_output_index': 6, 'script_asm': '3045022100a95c163f12e8c767439c210fddf2299fc735020e9613e6f05c21f0b9e6b869de02202214aa0d0e9bf90f62b6feca2b2879140f47d5ce351d1c072fa6b384b7b835e8[ALL] 030b325a22218230b17f4b48d7ec9c4d242c57f07568401ea1f1ef015909305b57', 'script_hex': '483045022100a95c163f12e8c767439c210fddf2299fc735020e9613e6f05c21f0b9e6b869de02202214aa0d0e9bf90f62b6feca2b2879140f47d5ce351d1c072fa6b384b7b835e80121030b325a22218230b17f4b48d7ec9c4d242c57f07568401ea1f1ef015909305b57', 'sequence': 2147483648, 'required_signatures': None, 'type': 'pubkeyhash', 'addresses': array(['1NmLHX4r1mQAfNxB84x9g3aBJraWDGyxsM'], dtype=object), 'value': Decimal('946808.000000000')}]","[{'index': 0, 'script_asm': 'OP_HASH160 f43d93bb2f5542918fbf3f5a85597fa6a4e1812a OP_EQUAL', 'script_hex': 'a914f43d93bb2f5542918fbf3f5a85597fa6a4e1812a87', 'required_signatures': None, 'type': 'scripthash', 'addresses': array(['3PxSZoPJman8PHdNQf7sAQXxCBrm5nikhH'], dtype=object), 'value': Decimal('710000.000000000')}
 {'index': 1, 'script_asm': 'OP_DUP OP_HASH160 56c0bc2f50bc150d4ea122e66db7c48b01b97229 OP_EQUALVERIFY OP_CHECKSIG', 'script_hex': '76a91456c0bc2f50bc150d4ea122e66db7c48b01b9722988ac', 'required_signatures': None, 'type': 'pubkeyhash', 'addresses': array(['18uhzy546Qz7CxRNkHohg4W9VSkfTkbSvY'], dtype=object), 'value': Decimal('196703.000000000')}]"
24e934180abf10a1c2b317f792dea6b890d8458955cd50cbf1929750c95b1136,705,705,1,0,00000000000000000000e8a73e711f7b535ae62960ce4cf36131ba3bc00b1946,856776,2024-08-14 18:11:50+00:00,2024-08-01,1,12,120000000.000000000,119967000.000000000,False,33000.000000000,"[{'index': 0, 'spent_transaction_hash': '19b978e205249345643b747595f333c3e033cf9cf99b01d584b88b199b9163c5', 'spent_output_index': 0, 'script_asm': '0 304402201c1ef8aa12ac791d2334efde41c12b8882b7a8a402af7aba46c0154f8566b51a022049052efe28eff25e7d8cddaa5613dd116767882a8b355de34cd1cd0bc13666be[ALL] 304402200b8d522111ba437bec1e213e03cdf61e01e2b5bf2f3b060075ff4d70ef5d219302207f6afe0aab4fcada1146bc003367b43169119f6a53751d5e75ebfca55d26848e[ALL] 5221025cf34928b5c89360807f862fafd0d4c951795d8283becd617069679239e6cabc2102a878a119d43d6e042fe7ba1e055d9a1f734b05cb3d605815404a9c7c0c3d78a121024386fb19d08483f87ec70b7ab0bda0104fc95fa8759fce9bbb15a15f9046789e53ae', 'script_hex': '0047304402201c1ef8aa12ac791d2334efde41c12b8882b7a8a402af7aba46c0154f8566b51a022049052efe28eff25e7d8cddaa5613dd116767882a8b355de34cd1cd0bc13666be0147304402200b8d522111ba437bec1e213e03cdf61e01e2b5bf2f3b060075ff4d70ef5d219302207f6afe0aab4fcada1146bc003367b43169119f6a53751d5e75ebfca55d26848e014c695221025cf34928b5c89360807f862fafd0d4c951795d8283becd617069679239e6cabc2102a878a119d43d6e042fe7ba1e055d9a1f734b05cb3d605815404a9c7c0c3d78a121024386fb19d08483f87ec70b7ab0bda0104fc95fa8759fce9bbb15a15f9046789e53ae', 'sequence': 4294967295, 'required_signatures': None, 'type': 'scripthash', 'addresses': array(['3P5RXV6vV9W7aPsVnnqn6gJStCMkUpFHx5'], dtype=object), 'value': Decimal('120000000.000000000')}]","[{'index': 0, 'script_asm': '0 e41185a38a4bdb3b093824c35419127a3d92f4b4', 'script_hex': '0014e41185a38a4bdb3b093824c35419127a3d92f4b4', 'required_signatures': None, 'type': 'witness_v0_keyhash', 'addresses': array(['bc1qusgctgu2f0dnkzfcynp4gxgj0g7e9a9595a5hn'], dtype=object), 'value': Decimal('97000.000000000')}
 {'index': 1, 'script_asm': 'OP_DUP OP_HASH160 9f455cae4ad7f4a3bb35a36d43e43d366036982b OP_EQUALVERIFY OP_CHECKSIG', 'script_hex': '76a9149f455cae4ad7f4a3bb35a36d43e43d366036982b88ac', 'required_signatures': None, 'type': 'pubkeyhash', 'addresses': array(['1FX9XrryJXKaaJYbLmGcZyqp8G4yXvkCdm'], dtype=object), 'value': Decimal('16823806.000000000')}
 {'index': 2, 'script_asm': '0 9d169b29598ed07353928783077b54de447190e8', 'script_hex': '00149d169b29598ed07353928783077b54de447190e8', 'required_signatures': None, 'type': 'witness_v0_keyhash', 'addresses': array(['bc1qn5tfk22e3mg8x5ujs7psw765mez8ry8gd672dd'], dtype=object), 'value': Decimal('56085.000000000')}
 {'index': 3, 'script_asm': 'OP_DUP OP_HASH160 a891d01000aabc359f92552e7cab952243d8f4fb OP_EQUALVERIFY OP_CHECKSIG', 'script_hex': '76a914a891d01000aabc359f92552e7cab952243d8f4fb88ac', 'required_signatures': None, 'type': 'pubkeyhash', 'addresses': array(['1GNKCUXWykY4ioNF6FicUgEekWRdPBcEUR'], dtype=object), 'value': Decimal('205000.000000000')}
 {'index': 4, 'script_asm': '0 589f8dd0dc467d284717661d22183dca80397fa0', 'script_hex': '0014589f8dd0dc467d284717661d22183dca80397fa0', 'required_signatures': None, 'type': 'witness_v0_keyhash', 'addresses': array(['bc1qtz0cm5xuge7js3chvcwjyxpae2qrjlaqa7qyld'], dtype=object), 'value': Decimal('5740321.000000000')}
 {'index': 5, 'script_asm': '0 0da5d0ad18e9bd81ddad0d5b8ff5b70712c134f0', 'script_hex': '00140da5d0ad18e9bd81ddad0d5b8ff5b70712c134f0', 'required_signatures': None, 'type': 'witness_v0_keyhash', 'addresses': array(['bc1qpkjaptgcax7crhddp4dcladhqufvzd8shtz68l'], dtype=object), 'value': Decimal('5056369.000000000')}
 {'index': 6, 'script_asm': '0 e312bab8149817f82a6f5561458539189cf8b212', 'script_hex': '0014e312bab8149817f82a6f5561458539189cf8b212', 'required_signatures': None, 'type': 'witness_v0_keyhash', 'addresses': array(['bc1quvft4wq5nqtls2n024s5tpferzw03vsj5p8urw'], dtype=object), 'value': Decimal('72797.000000000')}
 {'index': 7, 'script_asm': '1 521cdd676f8fbbf3a9c61255b9a1893ba842c27b797f3a665b65fcdf05e95785', 'script_hex': '5120521cdd676f8fbbf3a9c61255b9a1893ba842c27b797f3a665b65fcdf05e95785', 'required_signatures': None, 'type': 'witness_v1_taproot', 'addresses': array(['bc1p2gwd6em037al82wxzf2mngvf8w5y9snm09ln5ejmvh7d7p0f27zs4ngzgw'],
       dtype=object), 'value': Decimal('98000.000000000')}
 {'index': 8, 'script_asm': '0 9cee86fbe0261e0fcffbfa74a7f821843f3227a0', 'script_hex': '00149cee86fbe0261e0fcffbfa74a7f821843f3227a0', 'required_signatures': None, 'type': 'witness_v0_keyhash', 'addresses': array(['bc1qnnhgd7lqyc0qlnlmlf6207ppsslnyfaqrjwvaq'], dtype=object), 'value': Decimal('50737.000000000')}
 {'index': 9, 'script_asm': '0 6d57e37a11c704e4c79857115bf29fb2eadf4f62', 'script_hex': '00146d57e37a11c704e4c79857115bf29fb2eadf4f62', 'required_signatures': None, 'type': 'witness_v0_keyhash', 'addresses': array(['bc1qd4t7x7s3cuzwf3uc2ug4hu5lkt4d7nmz688ctc'], dtype=object), 'value': Decimal('211000.000000000')}
 {'index': 10, 'script_asm': '0 1aec9b02bd2808824621b709945807e157d033bf', 'script_hex': '00141aec9b02bd2808824621b709945807e157d033bf', 'required_signatures': None, 'type': 'witness_v0_keyhash', 'addresses': array(['bc1qrtkfkq4a9qygy33pkuyegkq8u9taqvaltkzeje'], dtype=object), 'value': Decimal('2132091.000000000')}
 {'index': 11, 'script_asm': '0 e5c7c00d174631d2d1e365d6347b016fb87b6a0c08902d8e443989cb771fa7ec', 'script_hex': '0020e5c7c00d174631d2d1e365d6347b016fb87b6a0c08902d8e443989cb771fa7ec', 'required_signatures': None, 'type': 'witness_v0_scripthash', 'addresses': array(['bc1quhruqrghgcca950rvhtrg7cpd7u8k6svpzgzmrjy8xyukacl5lkq0r8l2d'],
       dtype=object), 'value': Decimal('89423794.000000000')}                                                                                                                                                                                                                                                                                ]"
f0a3c53b059fc6b8c861bc8824a41c3a1352ea5427ca94e1ae5ea755eec5e2e9,321,240,2,856745,00000000000000000000e8a73e711f7b535ae62960ce4cf36131ba3bc00b1946,856776,2024-08-14 18:11:50+00:00,2024-08-01,1,5,19622219.000000000,19615434.000000000,False,6785.000000000,"[{'index': 0, 'spent_transaction_hash': 'dc06f291dc3d0bcdb4fbf7dd16a613f86269eaef1f976e152336ce4a66239b43', 'spent_output_index': 0, 'script_asm': '', 'script_hex': '', 'sequence': 4294967293, 'required_signatures': None, 'type': 'witness_v0_keyhash', 'addresses': array(['bc1qw3gglaswkl2t9nunwqphszj2jf3xw3njs2ev6m'], dtype=object), 'value': Decimal('19622219.000000000')}]","[{'index': 0, 'script_asm': '0 3f7bf4439d6f31b5a50396b811ac19266efd79a6', 'script_hex': '00143f7bf4439d6f31b5a50396b811ac19266efd79a6', 'required_signatures': None, 'type': 'witness_v0_keyhash', 'addresses': array(['bc1q8aalgsuaducmtfgrj6uprtqeyeh067dx6f0lms'], dtype=object), 'value': Decimal('1353064.000000000')}
 {'index': 1, 'script_asm': 'OP_DUP OP_HASH160 4c76a73786254c7f5bdadfd840555ae75deb872e OP_EQUALVERIFY OP_CHECKSIG', 'script_hex': '76a9144c76a73786254c7f5bdadfd840555ae75deb872e88ac', 'required_signatures': None, 'type': 'pubkeyhash', 'addresses': array(['17yJVkM6AiWiKV9ahp6Y7Lk73VDazpaPN2'], dtype=object), 'value': Decimal('5141645.000000000')}
 {'index': 2, 'script_asm': '0 d6b7f93061c8c2ec41c5ab736a08b1b54dd581bb', 'script_hex': '0014d6b7f93061c8c2ec41c5ab736a08b1b54dd581bb', 'required_signatures': None, 'type': 'witness_v0_keyhash', 'addresses': array(['bc1q66mljvrperpwcsw94dek5z93k4xatqdmu98pv7'], dtype=object), 'value': Decimal('11903453.000000000')}
 {'index': 3, 'script_asm': '0 2fd24bc131b00f5afbeb7aed7e72090b05f184e7', 'script_hex': '00142fd24bc131b00f5afbeb7aed7e72090b05f184e7', 'required_signatures': None, 'type': 'witness_v0_keyhash', 'addresses': array(['bc1q9lfyhsf3kq8447lt0tkhuusfpvzlrp8844lazm'], dtype=object), 'value': Decimal('947144.000000000')}
 {'index': 4, 'script_asm': 'OP_DUP OP_HASH160 4e93346bf8e12b382d6e347aad561a095d52caf1 OP_EQUALVERIFY OP_CHECKSIG', 'script_hex': '76a9144e93346bf8e12b382d6e347aad561a095d52caf188ac', 'required_signatures': None, 'type': 'pubkeyhash', 'addresses': array(['18AU3vvRxQwv8phXrpBzo4NX5vJQAzzJfZ'], dtype=object), 'value': Decimal('270128.000000000')}]"
